Name,Stage -1,Stage 0,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9,Stage 10,Stage 11,Stage 12,Stage 13,Stage 14,Stage 15
WTG04 D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG04 E,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG04 OUTLINE A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG04 OUTLINE B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG04 OUTLINE C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG04 OUTLINE D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 E,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 OUTLINE A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 OUTLINE B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 OUTLINE C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 OUTLINE D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 E,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 OUTLINE A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 OUTLINE B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 OUTLINE C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 OUTLINE D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 E,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 OUTLINE A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 OUTLINE B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 OUTLINE C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 OUTLINE D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 E,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 OUTLINE A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 OUTLINE B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 OUTLINE C,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG03 OUTLINE D,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG01 WTG02,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG02 WTG03,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG06 WTG05,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WTG05 WTG04,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
1L3A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WG2 A,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
WG2 B,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
